,julday,LNOx,LNOxEm,sqrtWS
2745,479,4.453183829,8.199324405,2.037154879
2746,479,4.445588116,8.279684554,1.834802442
2747,479,4.450269225,8.213251472,1.751142484
2748,479,4.354783898,8.073059516,1.861853915
2749,479,3.693866996,8.068027655,1.74642492
2750,479,3.275256158,8.020306415,1.643167673
2751,479,2.957511061,7.958138814,2.291287847
2752,479,2.708050201,7.890646817,2.28035085
2753,479,2.954910279,7.878695146,2.559296778
2754,479,2.591516385,7.744863505,2.523192422
2755,479,1.967112357,7.428772651,2.607680962
2756,479,1.658228077,7.052052449,2.352232982
2757,479,2.140066163,6.903512332,2.14872055
2758,479,2.48490665,6.750555538,1.892881401
2759,479,2.49732917,6.739756405,2.097617696
2760,480,2.008214032,6.47033317,2.045360604
2761,480,2.58021683,6.276961946,1.559967948
2762,480,2.917770732,5.81523935,1.251598977
2763,480,2.949688335,5.74493942,1.5
2764,480,3.722072421,5.800735059,1.087658034
2765,480,3.987130478,5.902415555,1.10317723
2766,480,4.528828953,6.005455579,1.197288603
2767,480,3.701301974,6.395557792,1.154556192
2768,480,3.202746443,6.946246335,1.231462545
2769,480,3.086486637,7.295954116,1.140175425
2770,480,3.498021566,7.483650867,0.991463565
2771,480,3.605497845,7.662291827,1.271416533
2772,480,3.641525758,7.576261229,1.774823935
2773,480,3.828641396,7.632506892,1.751142484
2774,480,3.589059119,7.749722556,1.732050808
2775,480,3.139832618,7.574436237,1.861853915
2776,480,2.939161922,7.705028822,2.077739156
2777,480,3.206803244,7.838181596,2.093561559
2778,480,2.677590994,7.734035309,2.291287847
2779,480,2.714694744,7.383063208,2.175660819
2780,480,2.38416508,7.090373313,1.932097306
2781,480,3.295836866,7.00923731,2.037154879
2782,480,3.230804396,6.915346214,1.983305322
2783,480,2.701361213,6.413239883,1.784236531
2784,481,3.306886702,5.905626689,1.316624472
2785,481,3.45946629,5.517549914,0.983107319
2786,481,3.32323584,5.444705546,0.965919251
2787,481,3.494991261,5.252828648,1.211197754
2788,481,4.300002799,5.764776886,1.231462545
2789,481,5.90331616,7.744161494,0.939946807
2790,481,5.614769095,7.792405901,0.921954446
2791,481,5.773619434,8.417887562,0.939946807
2792,481,5.657913041,8.436600736,0.82643814
2793,481,4.08007659,8.275240394,1.565247584
2794,481,4.043051268,8.428014764,1.910497317
2795,481,4.270396506,8.23944178,1.722498186
2796,481,3.992680908,7.984289671,1.494322589
2797,481,4.132763672,8.223520616,1.118033989
2798,481,4.686750173,8.401430602,1.420211252
2799,481,4.714024591,8.435466985,1.816590212
2800,481,4.676094524,8.368802614,1.953586445
2801,481,4.770684624,8.365599041,2.045360604
2802,481,4.672828834,8.30008868,1.966341781
2803,481,4.085976313,7.980066018,2.020767181
2804,481,3.824284091,7.714984349,1.944993573
2805,481,3.799973502,7.106515002,1.607326974
2806,481,4.118223836,6.489822805,0.912688337
2807,481,4.151039906,6.170541637,0.577494589
2808,482,3.351656936,5.69994532,0.885155354
2809,482,3.527830033,5.32324545,1.087887862
2810,482,3.208825489,5.117245629,1.224744871
2811,482,3.154870495,5.100908746,1.210991329
2812,482,3.941581808,5.697139986,1.147606204
2813,482,5.498806227,7.455574135,1.238345671
2814,482,5.734958092,7.878062559,1.251598977
2815,482,5.094056902,8.505498674,1.431782106
2816,482,4.033355291,8.436257434,1.231665539
2817,482,4.182050143,8.268746416,1.147606204
2818,482,4.898958577,8.387758451,1.414213562
2819,482,4.722953222,8.32136088,1.811905075
2820,482,4.512506501,8.209051804,1.979014906
2821,482,4.589040804,8.313667086,2.045360604
2822,482,4.866379938,8.376451275,2.045360604
2823,482,4.783734694,8.381959658,1.940876091
2824,482,4.439705746,8.481746471,1.702938637
2825,482,4.897093253,8.459556373,1.717556404
2826,482,4.80073697,8.326061029,1.732050808
2827,482,4.418840608,8.021726327,1.322875656
2828,482,4.957586073,7.708096731,0.930859818
2829,482,5.064176061,7.438300261,0.683008053
2830,482,4.34185547,6.602068902,0.577494589
2831,482,4.282206299,6.097190639,1.008464179
2880,485,2.635479508,6.052129267,1.040672859
2881,485,2.365559892,5.827719675,1.110630452
2882,485,2.836150204,5.482425353,1
2883,485,2.041220329,5.614508245,1.329097438
2884,485,2.219203484,5.688183204,1.118033989
2885,485,4.043051268,7.4423378,1.258371964
2886,485,4.143134726,7.805605424,1.271613149
2887,485,4.596633855,8.349885603,1.040913061
2888,485,4.701389044,8.302668164,1.154772705
2889,485,4.476768471,8.347590752,1.147606204
2890,485,4.140750935,8.387099601,1.204159458
2891,485,4.529368473,8.323704638,1.258371964
2892,485,4.34185547,8.171417977,1.329097438
2893,485,4.447346101,8.175813094,1.322875656
2894,485,4.372607413,8.320492808,1.290929897
2895,485,4.48187197,8.298283118,1.204159458
2896,485,4.195697056,8.311214184,1.360147051
2897,485,4.337944122,8.216494034,1.168973909
2898,485,4.833500264,8.12495301,1.297497592
2899,485,4.791234729,7.875581823,1.372406645
2900,485,4.493120682,7.687655654,1.176222768
2901,485,4.356708827,7.611008554,0.95760117
2902,485,3.988057692,7.266781876,1.087887862
2903,485,3.555348061,6.854603885,0.991715685
2904,486,3.673765816,6.503500008,1.024695077
2905,486,3.464172181,6.195833915,1
2906,486,2.827313622,6.048574344,1.147606204
2907,486,3.456316681,6.005640788,0.931128348
2908,486,3.18221184,5.897948726,1
2909,486,3.778491613,6.221280797,0.95760117
2910,486,3.996364154,6.597097598,1.024695077
2911,486,4.743191484,7.05433085,0.670820393
2912,486,4.433194921,7.269616092,1.102950588
2913,486,4.525044142,7.572496936,1.125388822
2914,486,4.096009842,7.706698915,0.948683298
2915,486,4.237000863,7.673355485,1.643167673
2916,486,4.240607069,7.639403792,1.396424004
2917,486,4.073291153,7.594822212,1.341640786
2918,486,3.817712326,7.694958701,1.945122104
2919,486,3.821003607,7.539130668,2.01246118
2920,486,3.768152635,7.513106766,1.906174179
2921,486,4.368181228,7.602059345,1.471903529
2922,486,4.087655574,7.486399331,1.264911064
2923,486,3.77505715,7.122345118,1.62265215
2924,486,3.756538103,6.807103119,1.238345671
2925,486,4.437934267,6.792249731,1.125388822
2926,486,4.410371108,6.695626584,1.251798706
2927,486,4.467630772,6.571609569,1.238143772
2928,487,4.140750935,6.403271211,1.322875656
2929,487,4.343805422,6.259540006,1.378404875
2930,487,4.036891987,5.90613852,1.238345671
2931,487,4.15575319,5.848875602,0.836660027
2932,487,4.373238129,5.980837741,1.01661202
2933,487,4.06731589,5.851972237,0.948683298
2934,487,3.861781789,5.846758846,0.806225775
2935,487,4.052654135,6.377694316,0.730410843
2936,487,3.933784497,6.815620065,1.118033989
2937,487,3.576550269,7.259094803,1.834802442
2938,487,3.133317937,7.471698174,1.663279892
2939,487,3.927896355,7.608303938,1.586348007
2940,487,4.320151231,7.479113198,1.51095996
2941,487,3.950281718,7.525039958,1.511125408
2942,487,4.298645026,7.670302925,1.341640786
2943,487,4.092676505,7.590353019,1.46065054
2944,487,3.845883203,7.675853614,1.449137675
2945,487,4.112511866,7.709430103,1.62788206
2946,487,4.260564966,7.659163324,1.390503506
2947,487,3.982481469,7.425867314,1.161895004
2948,487,4.336636932,7.18744381,1.472073368
2949,487,4.037774211,6.973382316,1.24498996
2950,487,4.12552018,6.717428555,1.24498996
2951,487,4.046553898,6.236130695,1.372224471
2952,488,3.735285827,6.128954916,1.460479373
2953,488,3.295836866,5.386318449,1.335477443
2954,488,3.454738149,5.334018297,1.271613149
2955,488,3.022860941,5.550577574,1.210991329
2956,488,3.77505715,5.838410529,1.224744871
2957,488,5.607638614,7.659295505,1.102950588
2958,488,5.786130216,7.979207288,0.856446145
2959,488,5.584247906,8.497125079,0.931128348
2960,488,5.273512248,8.467900562,0.991463565
2961,488,5.577652198,8.445884612,0.885155354
2962,488,5.644916722,8.495850085,0.957340065
2963,488,5.6563414,8.348901739,0.836660027
2964,488,5.543613723,8.236131581,0.965919251
2965,488,5.269403356,8.188206885,1.048808848
2966,488,4.855928904,8.336481939,1.197288603
2967,488,5.110480629,8.410070317,0.903603896
2968,488,5.502685763,8.383970308,0.885155354
2969,488,5.056882545,8.32908946,1.01661202
2970,488,4.815836216,8.229803997,1.378404875
2971,488,4.623501143,7.979675044,1.408190328
2972,488,4.421848129,7.7265278,1.390503506
2973,488,4.414614824,7.394977231,1.607326974
2974,488,2.186051277,6.333946659,1.66838245
2975,488,1.481604541,6.009632316,1.549193338
2976,489,2.459588842,5.680688678,1.559967948
2977,489,1.791759469,5.440642095,1.66838245
2978,489,0.717839793,5.138948382,1.78409641
2979,489,2.021547563,5.503403122,1.732050808
2980,489,2.839078464,5.920934038,1.58113883
2981,489,4.815836216,7.531354261,1.42583309
2982,489,4.960394078,7.834687525,1.707776332
2983,489,5.119489699,8.336063052,1.602029962
2984,489,4.791649753,8.295282339,1.570509471
2985,489,3.898937766,8.295936584,1.741694577
2986,489,4.312140507,8.374190462,1.663279892
2987,489,3.532225644,8.371985883,1.821126025
2988,489,4.457829598,8.264192098,2.08961719
2989,489,4.597138014,8.29411154,1.66838245
2990,489,4.787491743,8.388522251,1.505489953
2991,489,5.196838198,8.341778228,1.271416533
2992,489,5.076423035,8.378258229,1.048808848
2993,489,5.185708422,8.393138132,1.420035211
2994,489,5.371103036,8.300024898,1.080046295
2995,489,5.49532226,8.057968786,0.774596669
2996,489,5.080472254,7.834786448,0.774596669
2997,489,4.986684073,7.335127796,0.670820393
2998,489,4.114963849,6.44308668,0.921954446
2999,489,3.723280881,6.100202588,0.836660027
3000,490,3.448398983,5.699794198,0.921954446
3001,490,2.261763098,5.435138626,0.974679434
3002,490,2.4765384,5.350561917,0.856446145
3003,490,3.494991261,5.465213795,0.658407169
3004,490,1.916922612,5.783511218,1.040913061
3005,490,3.851210866,7.489905391,1.01661202
3006,490,5.21520746,7.912191166,0.806225775
3007,490,5.679489782,8.389919145,0.730410843
3008,490,5.337778435,8.379117489,1.080046295
3009,490,5.461073768,8.393883531,0.903880523
3010,490,5.371800143,8.463071569,0.983361582
3011,490,5.428687518,8.333877569,0.930859818
3012,490,4.99653637,8.282181674,1.048808848
3013,490,4.576256176,8.328861198,1.251598977
3014,490,4.471638793,8.420507044,1.329097438
3015,490,3.816612821,8.418545241,1.426008415
3016,490,4.903050083,8.406397301,1.118033989
3017,490,5.143708248,8.285246902,1.01661202
3018,490,3.64805746,8.075884619,1.5
3019,490,5.190175208,8.31670461,1.511125408
3020,490,4.525585707,7.7342752,1.420211252
3021,490,3.377587516,7.026251718,1.707776332
3022,490,2.747270914,6.638365442,1.622806211
3023,490,2.63188884,6.326361105,1.843908891
3024,491,1.871802177,5.777236707,1.866413673
3025,491,0.97455964,5.544443282,1.936491673
3026,491,2.1690537,5.625978333,2.01246118
3027,491,2.140066163,5.674394093,2.187007087
3028,491,1.974081026,5.793654103,2.18323155
3029,491,3.918005077,7.530463589,1.570509471
3030,491,4.80729437,7.952938915,1.707776332
3031,491,5.318365062,8.492131055,1.940747279
3032,491,5.367843429,8.366334697,1.821126025
3033,491,5.328604059,8.403241291,1.673320053
3034,491,4.468204331,8.449238575,1.483239697
3035,491,4.715368978,8.336391811,1.643167673
3036,491,4.948405218,8.299918318,1.586348007
3037,491,4.965986542,8.337499,1.040913061
3038,491,5.030437921,8.421728413,1.722498186
3039,491,5.059425458,8.416963988,1.575912434
3040,491,4.712678394,8.455566547,1.378404875
3041,491,4.914491434,8.403758376,1.893013471
3042,491,4.916324615,8.260489391,1.702938637
3043,491,5.05465218,8.165934217,1.008216247
3044,491,5.295563578,7.959463559,0.939946807
3045,491,5.190175208,7.445218048,1.024695077
3046,491,4.80851911,6.76624322,1.087658034
3047,491,4.529907701,6.386828155,1.008464179
3048,492,4.334017415,6.16892032,1.040913061
3049,492,3.936715618,5.877046342,0.836660027
3050,492,3.765840495,5.533502459,1.080277742
3051,492,3.120159852,5.662886103,1.303840481
3052,492,3.175968324,5.638228903,1.360147051
3053,492,4.373868447,7.43143632,1.821263298
3054,492,4.688591794,7.797063073,2.037154879
3055,492,4.936270879,8.291708539,2.01246118
3056,492,4.971894466,8.437202221,1.927822606
3057,492,4.887714081,8.375363865,1.61245155
3059,492,4.934473933,8.345738134,1.848512916
3060,492,4.935552488,8.332099464,1.271613149
3061,492,4.818263401,8.394410385,1.420211252
3062,492,4.703203926,8.395801645,1.190168055
3063,492,4.154969184,8.38491222,2.167948339
3064,492,5.087287646,8.426327173,1.74642492
3065,492,4.927253685,8.2650474,1.861853915
3066,492,4.786240961,8.299891566,1.974841766
3067,492,4.591578232,7.918829934,1.74642492
3068,492,4.804021045,7.899865426,1.443433407
3069,492,4.801148069,7.64700877,0.763871717
3070,492,4.289774275,7.168396345,0.82643814
3071,492,4.414009681,6.81522876,0.816394512
3072,493,4.424846632,6.441651125,1.064424727
3073,493,4.324132656,6.408174581,1.24498996
3074,493,4.158101528,6.072340318,1.335477443
3075,493,4.136765278,5.968516627,1.322875656
3076,493,4.044804117,6.1345564,0.903880523
3077,493,4.492001488,6.907248576,0.836660027
3078,493,5.442634137,7.635902291,0.875785362
3079,493,4.903050083,7.911905664,1.016366076
3080,493,4.780383204,8.223509445,1.064424727
3081,493,4.585477553,8.273068379,1.402319507
3082,493,4.623010104,8.122010038,2.024845673
3083,493,4.643428898,8.094981448,2.03310108
3084,493,4.303389189,8.046739051,2.065550774
3085,493,4.352855257,8.170343097,2.053411795
3086,493,4.257030144,8.031974456,2.057547083
3087,493,4.407328818,8.045806754,1.688194302
3088,493,4.02356438,7.951475129,1.483239697
3089,493,3.465735903,7.862399722,1.830300522
3090,493,3.968403339,7.766532555,1.511125408
3091,493,4.066459359,7.570775365,1.176222768
3092,493,4.08007659,7.035776061,1.231462545
3093,493,4.220242729,6.699103169,0.885155354
3094,493,3.855452654,6.613498651,1.087887862
3095,493,4.083452121,6.537624393,0.763544367
3096,494,3.518980417,6.470410064,1.190168055
3097,494,4.083452121,6.278898754,1.016366076
3098,494,3.583518938,5.851299349,0.316227766
3099,494,3.869115504,5.801106975,0.516720427
3100,494,4.065602093,5.894164516,0.591607978
3101,494,3.94931879,5.817644347,0.774596669
3102,494,4.003690194,5.817782858,0.741619849
3103,494,4.143928062,6.210248171,0.694982014
3104,494,3.928880122,6.836242697,0.670820393
3105,494,3.884651809,7.234958684,0.82643814
3106,494,4.131961426,7.445217067,1.658312395
3107,494,4.275276265,7.700991883,1.884144368
3108,494,4.030694535,7.592253704,1.830300522
3109,494,4.17438727,7.483454179,1.717556404
3110,494,3.953164949,7.585121527,1.643167673
3111,494,4.058717385,7.646841038,1.658312395
3112,494,4.700934808,7.731433523,1.161895004
3113,494,4.587006215,7.71766584,1.183215957
3114,494,4.337290741,7.592624527,1.408190328
3115,494,4.289774275,7.347613035,1.278084504
3116,494,4.641984159,7.169735494,0.81670068
3117,494,4.535820108,7.051660907,1.056645636
3118,494,4.302036009,6.576970422,1.224744871
3119,494,4.353498551,6.28923088,1.396424004
3120,495,4.143928062,5.784232331,1.449137675
3121,495,3.740047741,5.787528159,1.483239697
3122,495,3.222867846,5.45076126,1.443433407
3123,495,3.17805383,5.375678045,0.930859818
3124,495,3.621670704,6.005912088,1.161895004
3125,495,5.71636959,7.710075989,1.008464179
3126,495,5.994335422,7.773964715,0.84646323
3127,495,5.759847699,8.377886538,0.921954446
3128,495,5.139321635,8.501205969,1.024695077
3129,495,4.85787254,8.333768245,1.760681686
3130,495,4.630350485,8.353672468,1.936491673
3131,495,4.828313737,8.341339366,1.927952282
3132,495,4.42604352,8.166791315,1.974841766
3133,495,4.48863637,8.298032162,2.037154879
3134,495,4.791234729,8.405259707,2.037154879
3135,495,5.036952602,8.351858284,1.825787501
3136,495,4.877484781,8.379905165,1.816590212
3137,495,4.99314998,8.416298953,1.852970588
3138,495,5.12812199,8.251226715,1.449137675
3139,495,5.374352053,8.007473699,0.816394512
3140,495,5.304050898,7.796027904,0.78517514
3141,495,5.004952511,7.177990132,0.885155354
3142,495,4.85787254,6.504306987,0.866025404
3143,495,3.937690752,6.077598945,0.95760117
3144,496,4.195697056,5.678734461,0.577061522
3145,496,3.676300672,5.319026784,0.983361582
3146,496,3.601413428,5.115585397,1.161895004
3147,496,3.379292546,5.457176977,1.360147051
3148,496,3.779633817,5.786167456,1.378404875
3149,496,4.931952772,7.483529999,1.390503506
3150,496,5.121580188,7.985409633,1.310152663
3151,496,5.184588601,8.483891895,1.329097438
3152,496,5.065123479,8.328314776,1.329097438
3153,496,4.59764192,8.369761767,1.080046295
3154,496,4.969466017,8.380619852,1.543696861
3155,496,4.944139303,8.365904594,1.987460691
3156,496,4.71939133,8.24409466,1.770169483
3157,496,4.971547905,8.305720249,1.549193338
3158,496,5.137561588,8.376453912,1.42583309
3159,496,5.242540351,8.408685993,1.384377116
3160,496,5.048573133,8.452321431,1.927952282
3161,496,4.465333241,8.390812736,2.2173182
3162,496,4.864452784,8.333732782,2.024845673
3163,496,4.464182493,7.912044895,1.811905075
3164,496,4.855928904,7.73392113,1.238345671
3165,496,4.994844608,7.384484523,0.866025404
3166,496,3.969348072,6.445079856,0.948683298
3167,496,4.310127759,6.190183257,0.912688337
3168,497,4.021773869,5.793202996,1.056645636
3169,497,4.010056746,5.462166296,1.13291659
3170,497,3.496507561,5.220033263,1.471903529
3171,497,3.660994251,5.550596378,1.420211252
3172,497,3.297687005,5.617379542,1.488791456
3173,497,4.97742316,7.402074136,1.087887862
3174,497,5.69474173,8.008360787,1.008464179
3175,497,5.732207949,8.497919772,0.894427191
3176,497,5.105945474,8.363686917,0.991463565
3177,497,4.844974178,8.448651207,0.921954446
3178,497,5.149527293,8.465081708,0.82643814
3179,497,4.825910853,8.392905779,1.024695077
3180,497,4.825910853,8.313323812,1.483239697
3181,497,4.722508678,8.375277441,1.591697207
3182,497,4.880526609,8.418432311,1.554670383
3183,497,4.555454594,8.342490623,2.2173182
3184,497,4.729156166,8.490640817,2.016556471
3185,497,4.82310017,8.440733862,1.770169483
3186,497,5.013963084,8.437972091,1.722353042
3187,497,4.832305759,8.100772959,1.396424004
3188,497,4.473351611,7.885447165,1.258371964
3189,497,4.445001434,7.399496841,1.322875656
3190,497,3.034952987,6.673673885,1.483239697
3191,497,3.04927304,6.283087504,1.316434579
3192,498,2.750470917,5.889026119,1.354067945
3193,498,2.718000532,5.718030848,1.329097438
3194,498,2.941803932,5.250550739,0.774596669
3195,498,3.430756184,5.845822885,0.695341643
3196,498,3.430756184,5.991894687,0.826740588
3197,498,5.204830523,7.623828255,0.875499857
3198,498,5.39906727,8.021256445,1.147606204
3199,498,5.475626382,8.357962782,1.238345671
3200,498,5.301562097,8.35907574,1.488791456
3201,498,5.21384821,8.451442649,1.575753788
3202,498,5.198773236,8.43095838,1.384557691
3203,498,5.092829532,8.369442665,1.712746333
3204,498,4.629374875,8.26882079,1.673320053
3206,498,4.24563401,8.437188904,1.843908891
3207,498,4.456089963,8.387736942,1.793599732
3208,498,4.407328818,8.481831649,1.861988185
3209,498,4.12147323,8.488116755,1.751285242
3210,498,3.872242135,8.397081459,1.812043046
3211,498,3.963666239,8.073512024,1.843908891
3212,498,3.854393893,8.000774683,1.830300522
3213,498,3.941581808,7.364365133,1.63294213
3214,498,3.527830033,6.686889859,1.414213562
3215,498,2.756840365,6.592912896,1.953586445
3216,499,2.2300144,6.001902632,2.028915967
3217,499,2.568788134,5.89551321,1.816590212
3218,499,2.493205453,5.476968014,1.807346121
3219,499,2.993229143,5.499520338,1.278084504
3220,499,3.63363098,5.819907627,0.894427191
3221,499,4.791649753,7.401935154,1
3222,499,4.929425239,7.826863678,1.238143772
3223,499,4.587515251,8.39624191,1.360147051
3224,499,4.509209795,8.371639896,1.169187752
3225,499,4.091841432,8.339523008,1.297497592
3226,499,4.614129927,8.319792826,1.161895004
3227,499,4.743191484,8.200616299,1.61245155
3228,499,4.788324729,8.250570432,1.760681686
3229,499,4.591578232,8.254380101,1.736951352
3230,499,4.84103251,8.468359203,1.788854382
3231,499,4.804840381,8.404045184,2.024845673
3232,499,4.848508445,8.450894972,2.008357538
3233,499,4.721173862,8.35347643,1.866413673
3234,499,5.041810912,8.201655042,1.653329973
3235,499,5.053694784,8.037400792,1.40836785
3236,499,4.734003058,7.911624829,1.258371964
3237,499,5.073610093,7.662691155,0.965919251
3238,499,4.194189897,7.110727346,0.983361582
3239,499,4.231203745,7.194567294,0.894427191
3240,500,4.32611744,6.816612431,0.856446145
3241,500,4.403054002,6.407490569,0.795612971
3242,500,4.162781724,6.375598003,1.224744871
3243,500,4.046553898,6.233166358,1.271416533
3244,500,3.918998619,6.202852188,1.322875656
3245,500,4.855150391,7.200601948,1.347961424
3246,500,5.500645778,7.818209085,1.161895004
3247,500,5.422082474,8.111909755,0.95760117
3248,500,4.730039168,8.155718204,0.866025404
3249,500,5.063860055,8.345602225,1.648180815
3250,500,4.479039909,8.193744437,1.906174179
3251,500,4.433788569,8.214126905,1.923538406
3252,500,4.44793141,8.118973422,1.945122104
3253,500,4.260564966,7.983515925,2.065671804
3254,500,4.110053856,8.072316559,2.175660819
3255,500,4.08176578,7.984062616,2.171865558
3256,500,4.030694535,7.882848255,2.109502311
3257,500,4.072439727,7.820853547,2.089736826
3258,500,4.213607983,7.70467217,1.565247584
3259,500,4.393213824,7.523679464,1.154772705
3260,500,4.529368473,7.309387926,0.774596669
3261,500,4.427836171,7.059531353,1.147388339
3262,500,4.421247348,6.667774679,1.264911064
3263,500,4.309455942,6.624121912,1.290929897
3264,501,3.365570204,6.378270436,1.396424004
3265,501,2.727852828,6.274945817,2.305753673
3266,501,2.346601978,5.925971263,2.03310108
3267,501,2.957511061,5.929853032,1.58113883
3268,501,3.735285827,5.785091116,1.154556192
3269,501,3.795489189,5.928420953,1.290929897
3270,501,1.85629799,6.078992398,2.394472802
3271,501,2.939161922,6.576777513,2.01246118
3272,501,2.38416508,7.074059146,1.897366596
3273,501,2.862200881,7.399887065,2.016556471
3274,501,3.152736022,7.611617635,2.265722843
3275,501,3.490428515,7.730396837,2.202271555
3276,501,3.700066644,7.649382514,2.26196817
3277,501,2.621038824,7.606496779,2.247220505
3278,501,2.525728644,7.577089403,2.526558925
3279,501,2.691243083,7.724948045,2.370021097
3280,501,2.411439498,7.767001344,2.483243846
3281,501,2.841998174,7.839104523,2.247220505
3282,501,2.794227897,7.722915361,2.323790008
3283,501,2.501435952,7.441714154,2.42899156
3284,501,2.788092909,7.238415289,2.109502311
3285,501,2.63188884,6.88994013,1.798193538
3286,501,3.04927304,6.704985748,2.020643462
3287,501,3.422632662,6.391088318,1.402319507
3288,502,3.032546247,5.953455037,1.638139188
3289,502,3.075005454,5.694637311,1.396424004
3290,502,3.19047635,5.425302864,0.903603896
3291,502,3.056356895,5.444772095,1.217990148
3292,502,3.81220267,5.773111,1.197288603
3293,502,5.410305868,7.732792052,1.040913061
3294,502,5.208939555,7.905777657,1.118033989
3295,502,4.897466596,8.362735431,1.251598977
3296,502,4.452601587,8.502059339,1.110630452
3297,502,3.850147602,8.350554391,1.147606204
3298,502,4.795790546,8.369000447,1.522005256
3299,502,4.67562865,8.243983757,1.63294213
3300,502,4.526667958,8.202835924,1.932226695
3301,502,4.398146017,8.221605855,2.085665361
3302,502,4.652053772,8.390740572,2.144761059
3303,502,4.578312732,8.280550741,2.269361144
3304,502,4.549128795,8.303777256,2.341580663
3305,502,4.779963476,8.402837616,2.22856456
3306,502,4.865994804,8.369914127,1.919244643
3307,502,4.901192383,8.036229545,1.431782106
3308,502,5.161351511,7.804008715,0.939680797
3309,502,4.861361591,7.262567876,0.884872872
3310,502,4.072439727,6.567188587,1.016366076
3311,502,4.227563406,6.234009884,1.140175425
3312,503,3.899950424,5.755128571,1.110630452
3313,503,3.758871826,5.537326163,1.032714869
3314,503,3.63363098,5.272461603,0.912962212
3315,503,3.314186005,5.307502331,1.064424727
3316,503,3.632309103,5.894002446,1.118033989
3317,503,5.277604325,7.549217321,1.258173279
3318,503,5.430003307,8.030304547,1.210991329
3319,503,5.866468057,8.449785475,1.10317723
3320,503,4.589548805,8.384837529,1.154772705
3321,503,4.08007659,8.31434547,1.072380529
3322,503,5.056245805,8.511573696,1.751142484
3323,503,4.986684073,8.463760236,1.870828693
3324,503,4.645351976,8.280628954,1.919244643
3325,503,4.523960131,8.283542487,2.008233054
3326,503,4.559126247,8.334979769,2.133072901
3327,503,4.636668853,8.347704654,2.097617696
3328,503,4.849683763,8.525839859,2.113409567
3329,503,4.944139303,8.545172487,2.194652592
3330,503,4.97535348,8.341637553,1.884144368
3331,503,5.149237144,8.064733757,1.366199107
3332,503,5.169915652,7.974913208,0.795927132
3333,503,5.135210029,7.746237931,1.110630452
3334,503,4.884315927,6.768624143,1.224744871
3335,503,4.406109305,6.418221208,1.176010204
3336,504,4.371344786,6.144416265,1.217990148
3337,504,4.118223836,5.97718863,1.271416533
3338,504,3.858622229,5.765758351,1.316624472
3339,504,3.449987546,5.541043514,1.408190328
3340,504,3.819907717,5.904501033,1.488791456
3341,504,5.430441519,7.647617763,1.516575089
3342,504,5.505737957,8.166993035,1.532970972
3343,504,5.494089721,8.381707778,1.303840481
3344,504,5.490176628,8.447235906,1.13291659
3345,504,4.390118805,8.427573178,1.258371964
3346,504,4.856706812,8.463306338,1.707922715
3347,504,4.833500264,8.287037794,1.957804893
3348,504,4.80851911,8.213927243,1.949358869
3349,504,4.573679519,8.284747393,1.906174179
3350,504,4.64053733,8.473934709,1.940747279
3351,504,4.799090879,8.425756092,1.979014906
3352,504,4.762601194,8.525269168,2
3353,504,4.722063937,8.379624809,2.164139552
3354,504,4.588532545,8.324686418,1.910497317
3355,504,4.502583597,8.084002934,1.264911064
3356,504,4.846546506,8.040541675,0.73006849
3357,504,4.585987367,7.821253144,1.110405331
3358,504,4.772378105,7.322016662,1.24498996
3359,504,4.703657133,7.311696118,1.24498996
3360,505,4.475630815,7.274590248,1.443433407
3361,505,4.10346947,7.036315449,1.426008415
3362,505,4.480173696,6.902704174,1.46065054
3363,505,4.332705079,7.033630492,1.161895004
3364,505,4.273187855,6.925130729,0.885155354
3365,505,4.377642036,7.07053842,1.06465957
3366,505,4.452601587,7.322329243,0.894427191
3367,505,3.950281718,7.461763041,0.695341643
3368,505,3.152736022,7.54278309,1.183215957
3369,505,3.664842876,7.757371538,1.910497317
3370,505,3.862832761,7.818797355,2.061552813
3371,505,3.840527004,7.789360186,2.101666006
3372,505,3.606855619,7.624235663,2.097617696
3373,505,3.529297384,7.672977007,2.109502311
3374,505,3.520460802,7.771164605,2.061552813
3375,505,3.551053137,7.69545274,2.137054047
3376,505,3.673765816,7.745208698,2.065550774
3377,505,3.54240755,7.71024237,1.957804893
3378,505,3.473518043,7.5349759,1.957932583
3379,505,4.230476737,7.473161223,1.297304899
3380,505,4.506454213,7.221934196,0.846758525
3381,505,4.744497251,7.103412171,0.752661943
3382,505,4.43141186,6.947441942,0.948683298
3383,505,3.662278772,6.594951053,1.095445115
3384,506,4.010962953,6.321975999,0.885155354
3385,506,4.101816577,6.211771977,0.632455532
3386,506,3.612268352,5.867856601,0.939680797
3387,506,3.580737295,5.761186956,1.13291659
3388,506,3.532225644,6.087513593,1.032714869
3389,506,4.698205052,7.511039431,0.856446145
3390,506,4.661077818,7.416190862,0.836660027
3391,506,4.577284982,7.903413331,1.360147051
3392,506,4.485823428,8.105481545,1.238143772
3393,506,4.497584975,8.129993554,1.751142484
3394,506,4.432006567,8.117438822,1.816590212
3396,506,4.261270434,7.994057639,2.053411795
3397,506,4.197201948,8.019358623,2.19089023
3398,506,3.568123253,8.085658146,2.01246118
3399,506,3.974058396,8.07658487,1.68330033
3400,506,4.356067596,8.065740764,1.570668647
3401,506,4.59511985,8.031525259,1.396424004
3402,506,4.343805422,7.811466811,1.277888884
3403,506,4.048300624,7.61761096,1.095445115
